LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Dental Insurance,,,,37354,43920,41696,42472,56379,59838,4
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Dental Insurance Increment,,,,,817,,,-4691,,4
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,FICA Temp,,,,24664,24664,24711,24711,25479,25541,4
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Group Life Ad & Di,,,,3468,3480,3617,3596,3923,4137,4
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Health Insurance,,,,675937,736331,701208,635280,714603,690415,4
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Health Insurance Increment,,,,-176307,-115196,-97397,-37800,-53739,50558,4
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Medicare,,,,55882,56060,56988,57941,63195,66658,4
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Medicare Temp,,,,5768,5768,5779,5779,5958,5973,4
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Retirement,,,,265333,261139,284163,282517,305084,333228,4
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Retirement Temp,,,,21564,26083,24938,25736,26077,26153,4
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Social Security,,,,238947,239701,243672,247749,270215,285019,4
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits,Supplemental Retirement,,,,83321,57881,44909,92349,87523,91815,4
Public Utilities Fund,Public Utilities Water Plant,Employee Benefits Total,,,,,1208435,1340648,1334284,1380330,1500006,1639336,3
Public Utilities Fund,Public Utilities Water Plant,Miscellaneous,Landfill Charges,,,,11500,11500,11500,11500,13500,13500,4
Public Utilities Fund,Public Utilities Water Plant,Miscellaneous,Licenses/Dues & Publications,,,,23000,23000,23000,23000,23000,23000,4
Public Utilities Fund,Public Utilities Water Plant,Miscellaneous,Postage,,,,21000,21000,21000,21000,21000,21000,4
Public Utilities Fund,Public Utilities Water Plant,Miscellaneous,Professional Certification,,,,19100,19100,19100,19100,19100,19100,4
Public Utilities Fund,Public Utilities Water Plant,Miscellaneous,Training & Travel & Reg,,,,33400,33400,33400,33400,33400,33400,4
Public Utilities Fund,Public Utilities Water Plant,Miscellaneous Total,,,,,108000,108000,108000,108000,110000,110000,3
Public Utilities Fund,Public Utilities Water Plant,Other Expense,Corps Falls Project,,,,800000,800000,800000,800000,800000,950000,4
Public Utilities Fund,Public Utilities Water Plant,Other Expense Total,,,,,800000,800000,800000,800000,800000,950000,3
Public Utilities Fund,Public Utilities Water Plant,Salaries and Wages,Earnings Offset,,,,-32336,,,5515,,,4
Public Utilities Fund,Public Utilities Water Plant,Salaries and Wages,Holiday Pay,,,,34816,34816,34816,34816,35840,35840,4
Public Utilities Fund,Public Utilities Water Plant,Salaries and Wages,Longevity,,,,44281,43683,41460,37137,52489,53956,4
Public Utilities Fund,Public Utilities Water Plant,Salaries and Wages,Merit Increase,,,,32336,119,204,216,,,4
Public Utilities Fund,Public Utilities Water Plant,Salaries and Wages,Range Increase,,,,200,119,204,216,,,4
Public Utilities Fund,Public Utilities Water Plant,Salaries and Wages,Salaries-Ft,,,,3777167,3822218,3977396,3958390,4305855,4543120,4
Public Utilities Fund,Public Utilities Water Plant,Salaries and Wages,Salaries-Ot For Ft Staff,,,,312975,312975,312975,312975,317583,317583,4
Public Utilities Fund,Public Utilities Water Plant,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,50000,50000,50750,50750,58536,58536,4
Public Utilities Fund,Public Utilities Water Plant,Salaries and Wages,Salary Reserve,,,,,,,6983,6983,6983,4
Public Utilities Fund,Public Utilities Water Plant,Salaries and Wages Total,,,,,4219439,4263930,4417805,4406998,4777286,5016019,3
Public Utilities Fund,Public Utilities Water Plant Total,,,,,,20996791,21182702,21307613,20207593,20802267,21390376,2
Public Utilities Fund,Public Utilities Admin,Capital Equipment,Capital Equipment-Other,,,,2500,2500,2500,2500,2500,2500,4
Public Utilities Fund,Public Utilities Admin,Capital Equipment,Office Furniture & Equip,,,,15000,15000,15000,15000,15000,15000,4
Public Utilities Fund,Public Utilities Admin,Capital Equipment Total,,,,,17500,17500,17500,17500,17500,17500,3
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Annual Maint Agreements,,,,,25000,25000,25000,25000,25000,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Broadband/Internet Fees,,,,10000,10000,10000,10000,10000,25000,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Cellular/Wireless Voice Lines,,,,250000,250000,250504,250504,251854,251854,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Computer Lease,,,,32428,27569,37354,38285,40548,40742,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Computer Operatingions & Access,,,,27500,27500,27500,215200,215200,232700,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Contractual Svcs-Other,,,,130000,80000,80000,80000,80000,80000,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Copier Maintenance/Impressions,,,,30000,33791,41206,41206,41206,41206,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Equipment Usage Charge,,,,14039,7525,12725,20918,28318,36838,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Legal Services,,,,250000,150000,150000,150000,150000,50000,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Medical Services,,,,1500,1500,1500,1500,1500,1500,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Motor Fuels & Lubricants,,,,19835,19835,19835,19835,12392,8725,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Motor Pool Vehicle Use Costs,,,,,,1000,1000,1000,5800,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Office Supplies,,,,13250,13250,13250,13250,17250,17250,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Operatingional & Maint Supplies,,,,10450,15450,15450,19450,49450,54450,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Photocopy Maint,,,,30138,36633,56407,56407,56407,56407,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Print Copy-Rmb,,,,54000,54000,54000,54000,54000,54000,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Professional Svcs-Other,,,,850000,775000,1400000,1450000,1605000,1605000,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Pud-Sso Reward Program,,,,1000,1000,1000,1000,1000,1000,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Rental-Real Property,,,,68400,68400,68400,68400,68400,68400,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Repairs-Office Equip,,,,700,700,700,700,700,700,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Service Contracts-Other,,,,15410,15410,15410,15410,15410,15410,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Small Equipment,,,,8000,8000,8000,8000,8000,8000,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Special Projects & Programs,,,,15000,15000,15000,15000,15000,15000,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Telephone/Comm (Hard Lines),,,,290300,290300,290300,290300,290300,140300,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Uniforms,,,,2765,2765,2765,5775,5775,9800,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Vehicle Maint & Operatingion,,,,29650,29650,29650,29650,29650,29650,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses,Wireless Data Comm,,,,90000,90000,90000,114000,114000,114000,4
Public Utilities Fund,Public Utilities Admin,Direct Expenses Total,,,,,2244365,2048278,2716956,2994790,3187360,2988732,3
Public Utilities Fund,Public Utilities Admin,Employee Benefits,457 Plan Offset,,,,-17606,,,,,,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Dental Insurance,,,,13880,15275,19563,21139,21913,24757,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Dental Insurance Increment,,,,,205,,,-1822,,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits,FICA Temp,,,,9761,5731,5817,5817,7183,7183,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Group Life Ad & Di,,,,1910,2029,2441,2588,2473,2576,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Health Insurance,,,,232248,253572,325980,265932,262275,289380,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Health Insurance Increment,,,,-61089,-35205,-45279,-15823,-19722,21414,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Medicare,,,,30774,32675,38583,41716,39850,41497,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Medicare Temp,,,,2283,1340,1361,1361,1367,1680,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Retirement,,,,146016,152414,187549,199163,192410,207487,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Retirement Temp,,,,1016,1229,1175,1212,1212,1212,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Social Security,,,,131584,139715,164975,178373,170392,177437,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits,Supplemental Retirement,,,,53353,36952,46570,74561,59556,63577,4
Public Utilities Fund,Public Utilities Admin,Employee Benefits Total,,,,,544130,605932,748735,776039,737087,838201,3
Public Utilities Fund,Public Utilities Admin,Interfund Transfers In/Out,To 310 W/S Reimb,,,,,,,5000,5000,5000,4
Public Utilities Fund,Public Utilities Admin,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,,,,15230,15230,15230,15230,15230,15230,4
Public Utilities Fund,Public Utilities Admin,Interfund Transfers In/Out Total,,,,,15230,15230,15230,20230,20230,20230,3
Public Utilities Fund,Public Utilities Admin,Miscellaneous,Advertising,,,,500000,410000,410000,410000,410000,160000,4
Public Utilities Fund,Public Utilities Admin,Miscellaneous,Licenses/Dues & Publications,,,,220000,220000,277000,282000,292000,293900,4
Public Utilities Fund,Public Utilities Admin,Miscellaneous,Mileage Reimb,,,,2000,2000,2000,2000,2000,2000,4
Public Utilities Fund,Public Utilities Admin,Miscellaneous,Postage,,,,25000,25000,25000,25000,25000,25000,4
Public Utilities Fund,Public Utilities Admin,Miscellaneous,Promotions,,,,17000,17000,17000,17000,17000,22000,4
Public Utilities Fund,Public Utilities Admin,Miscellaneous,Records Storage Retention Svcs,,,,,7500,7500,7500,7500,7500,4
Public Utilities Fund,Public Utilities Admin,Miscellaneous,Safety Shoes,,,,,190000,190000,150000,150000,150000,4
Public Utilities Fund,Public Utilities Admin,Miscellaneous,Training & Travel & Reg,,,,45000,105000,105000,125000,147500,166500,4
Public Utilities Fund,Public Utilities Admin,Miscellaneous Total,,,,,809000,976500,1033500,1018500,1051000,826900,3
Public Utilities Fund,Public Utilities Admin,Other Expense,Utility Write Down Expense,,,,,,,5000,5000,5000,4
Public Utilities Fund,Public Utilities Admin,Other Expense Total,,,,,,,,5000,5000,5000,3
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Earnings Offset,,,,-11371,,,5442,,,4
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Expense Allowance,,,,29056,29056,29740,30080,30080,30080,4
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Holiday Pay,,,,1024,1024,1024,1024,1024,1024,4
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Longevity,,,,33795,38168,32393,32167,39525,41554,4
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Merit Increase,,,,11371,92,179,170,,,4
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Range Increase,,,,114,92,179,170,,,4
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Salaries-Ft,,,,2077045,2215128,2678982,2844469,2708738,2820335,4
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Salaries-Ot For Ft Staff,,,,15360,15360,15360,15360,15360,15360,4
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,112000,47000,47705,47705,69392,69392,4
Public Utilities Fund,Public Utilities Admin,Salaries and Wages,Salary Reserve,,,,,,,,,1045292,4
Public Utilities Fund,Public Utilities Admin,Salaries and Wages Total,,,,,2268394,2345920,2805562,2976587,2864119,4023037,3
Public Utilities Fund,Public Utilities Admin Total,,,,,,5898619,6009360,7337483,7808646,7882296,8719600,2
Public Utilities Fund,Public Utilities-Spec Appropri,Capital Equipment,Purchased Nitrogen Credits,,,,,400000,,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Capital Equipment Total,,,,,,400000,,,,,3
Public Utilities Fund,Public Utilities-Spec Appropri,Capital Project Expense,Bond Interest,,,,10000,10000,10000,10000,10000,10000,4
Public Utilities Fund,Public Utilities-Spec Appropri,Capital Project Expense Total,,,,,10000,10000,10000,10000,10000,10000,3
Public Utilities Fund,Public Utilities-Spec Appropri,Direct Expenses,Rsv-Capital Projects,,,,1500000,1054500,1054500,1044500,1000000,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Direct Expenses,Rsv-Contingency,,,,1000000,3079149,4511134,7934000,2576960,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Direct Expenses,Rsv-M & O,,,,8406571,5976450,3128671,10917500,2733031,8650746,4
Public Utilities Fund,Public Utilities-Spec Appropri,Direct Expenses,Special Projects & Programs,,,,150000,150000,150000,6000,6000,6000,4
Public Utilities Fund,Public Utilities-Spec Appropri,Direct Expenses Total,,,,,11056571,10260099,8844305,19902000,6315991,8656746,3
Public Utilities Fund,Public Utilities-Spec Appropri,Employee Benefits,Employee Benefits,,,,,,862,862,862,862,4
Public Utilities Fund,Public Utilities-Spec Appropri,Employee Benefits,Group Life AD & D (Retiree),,,,,16310,16390,19338,19114,19000,4
Public Utilities Fund,Public Utilities-Spec Appropri,Employee Benefits,Group Life Ad & Di,,,,13442,,,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Employee Benefits,Health Insurance,,,,1002484,,,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Employee Benefits,Health Insurance (Retiree),,,,,1683175,1136160,1118232,1222788,1613644,4
Public Utilities Fund,Public Utilities-Spec Appropri,Employee Benefits,Medicare Supplement,,,,33000,43500,52400,52400,58700,60000,4
Public Utilities Fund,Public Utilities-Spec Appropri,Employee Benefits,Opeb- Post Employment Benefits,,,,1423450,301453,864430,1102990,885571,500000,4
Public Utilities Fund,Public Utilities-Spec Appropri,Employee Benefits,Unemployment,,,,20000,20000,157661,35000,35000,35000,4
Public Utilities Fund,Public Utilities-Spec Appropri,Employee Benefits Total,,,,,2492376,2064438,2227903,2328822,2222035,2228506,3
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 100 Gis,,,,160000,,,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 100 Ind Cost,,,,,,8519011,8172793,7842293,7908185,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 100 Reimb Cons Svcs,,,,6661480,,,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 100 Reimb Ecc,,,,50000,,,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 100 Reimb Engineering,,,,1048047,259989,234617,214436,292822,304488,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 100 Reimb Gen Svcs,,,,6627088,13620114,,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 100 Reimb I/S Personnel Cos,,,,285390,,,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 100 Reimb Personnel Costs,,,,150000,150000,,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 110 Economic Dev,,,,75000,,,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 315 For Nutrient Reduction,,,,600000,600000,600000,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 315 Pub Util Deb Svc,,,,45000000,45000000,53000000,49670000,57100000,59500000,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 315-Sewer Cap Fac Growth,,,,,,,2382000,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 315-Water Cap Fac Growth,,,,,,,2198000,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 320 For Nutrient Reduction,,,,1000000,,,,,,4
Public Utilities Fund,Public Utilities-Spec Appropri,Interfund Transfers In/Out,To 320 Water Bond,,,,7500000,14734000,12475000,14311578,15800000,29760000,4
