Fund,Department,Type,Account,Current,Amount,Revenue,Annotation
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Non-Program Revenues,Contracted Transit Route Rev,2546785,2546785,TRUE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Non-Program Revenues,Farebox Revenue,3448031,3448031,TRUE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Non-Program Revenues,Fr 100 General Fd,11995566,11995566,TRUE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Non-Program Revenues,Fr 230 Self Insurance,14835,14835,TRUE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Non-Program Revenues,Misc Revenues,5000,5000,TRUE,0
Public Transit Fund-Operatingin,Transit Operatingions -Trans Sv,Non-Program Revenues,State Grants,2627581,2627581,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Additional Base W/S Capacity F,50000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Approp From Excess Fund Bal-PU,18872000,-8280829,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Approp From Prior Year,6000000,-1312058,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Deferred Tap Fee Int,4000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Farm Product Sales,250000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,FOG Administrative Charge,230160,230160,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 100 For W/S Reimb,754960,49117,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 230 Self Insurance,774927,443567,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 260 Water & Sewer Reimburse,21750,-7350,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 360 for W/S Reimb,35000,13400,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 360 Indirect Cost,447093,9484,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 360 Solid Waste Servicesfor ,222983,222983,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 410 for W/S Reimb,32563,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 442 For W/S Reimb,15100,600,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 460 Reimb Ind Costs,357956,-13523,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 642 For W/S Reimb,181000,33000,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Fr 736 For W/S Reimb,2450,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Gte Land Lease Pymts,500000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Hydrant Meter Rentals,250000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Impact Fees/Availability Fees-,875000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Industry Sewer Surcharge,400000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Interest On Investments,1110000,80000,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Lawn Irrigation Establish Perm,5000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Merger Surcharge,75000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Misc Revenues,397600,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Misc Water & Sewer Svc Chgs,77000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Non Resd Sewer User Charges,39201922,664662,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Non-Resd Sewer Admin Charges,4361216,66332,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Non-Resd Water Admin Charges,4365613,63537,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Non-Resd Water User Charges,30406182,546758,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Nutrient Reduction Fee,,-3622000,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Nutrient Reduction Fee-Water,,-3500000,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Outside Sewer Connections,22000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Resd Sewer Admin Charges,10907252,165945,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Resd Water Admin Charges,10347166,158455,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Septic Disposal Fees,150000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Sewer Capital Fac Chgs,435000,-1000000,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Sewer Capital Facilities Fee,4622000,4622000,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Sewer Civil Penalties (Wcpss 9,5000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Sewer Sales-Municipalities,14400,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Sewer Stub Inspection Fee,85000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Sewer User Charges,44688852,1307539,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water & Sewer Penalties,1155000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water & Sewer Svcs,893000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Capital Fac Chgs,310000,-1000000,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Capital Facilities Fee,4500000,4500000,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Civil Penalties (Wcpss 9,5000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Sales-Municipalities,144000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Sewer Account Initiation,1475000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Sewer Delinquent Bill Fe,2855000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water Sewer Refunds,-250000,0,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water User Charges - Tier 1,22885589,850543,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water User Charges - Tier 2,9545791,80942,TRUE,0
Public Utilities Fund,Public Utilities Admin,Non-Program Revenues,Water User Charges - Tier 3,8970990,673385,TRUE,0
RCC/PAC Debt Svc Fund,Non-Departmental,Non-Program Revenues,Approp From Prior Year,11749,11749,TRUE,0
RCC/PAC Debt Svc Fund,Non-Departmental,Non-Program Revenues,Fr 715 Conv Ctr Financing Fund,18475783,-1137,TRUE,0
RCC/PAC Debt Svc Fund,Non-Departmental,Non-Program Revenues,Interest On Investments,21000,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Administrative,Fr 100 General Fd,1397039,42677,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Administrative,Fr 230 Self Insurance,27042,15880,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Administrative,Interest On Investments,5781,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Administrative,Misc Fees & Chgs-Rccc/Pac,2000,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Advertising Income,460000,-268000,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Box Office Services,15000,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Catering/Concession Fees,450000,50000,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Communications Services,10000,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Credit Card Fee Income,100000,-30000,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Equipment Rent,200000,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Event Personnel Income,725000,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Events Commission,320000,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Facility Rent,475000,-25000,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Group Comm Income,10000,-15000,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Insurance Income,4000,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Interlocal Agreement Support-C,1000000,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Misc Fees & Chgs-Rccc/Pac,12000,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Orchestra Income,40000,30000,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Pac% Of Income,49722,-50278,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Performance Catering Income,15000,-5000,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Performing Arts Ctr Contributi,300000,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Production Fee Income,375000,-92650,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Rccc/Pac Program Income,23600,2492,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Staff Services,335000,0,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Ticket Facility Income,320000,-50000,TRUE,0
RCC/PAC Operatingions Fund,Performing Arts Center,Performing Arts Center,Ticket Rebate Income,350000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Administrative,Fr 100 General Fd,331491,-43907,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Administrative,Fr 230 Self Insurance,6954,3815,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,Administrative,Interest On Investments,1530,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Advertising Income,,-96500,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Box Office Services,,-1100,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Catering/Concession Fees,675000,-15000,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Credit Card Fee Income,2000,-2000,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Equipment Rent,,-500,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Event Personnel Income,10000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Events Commission,50000,200,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Facility Rent,10000,-40000,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Misc Fees & Chgs-Rccc/Pac,20000,-1000,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Pac% Of Income,20000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Performance Catering Income,,-5500,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Production Fee Income,,-380600,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Rccc Ticket Sales,150000,50000,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Sponsorships,292500,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Staff Services,15000,3000,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Ticket Facility Income,305000,55000,TRUE,0
RCC/PAC Operatingions Fund,RCC Downtown Amphitheatre,General/Fixed Costs,Ticket Rebate Income,25000,15000,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Administrative,Fr 230 Self Insurance,43268,22689,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Administrative,Interest On Investments,9692,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Advertising Income,85000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Catering/Concession Fees,3016200,462041,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Communications Services,250000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Credit Card Fee Income,1000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Equipment Rent,635000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Event Personnel Income,65000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Events Commission,100000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Facility Rent,1100000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Fr 715 Conv Ctr Financing Fund,2018750,87925,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Gr Ral Conv & Vis Bureau Suppo,400000,-16700,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Marketing Revenues,35845,21345,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Misc Fees & Chgs-Rccc/Pac,50000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Rent-RCC Wireless Service,25000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center,Staff Services,150000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC Facility,Convention Center Promotion,Fr 715 Conv Ctr Financing Fund,1000000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Administrative,Fr 100 General Fd,146327,-37861,TRUE,0
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs,Beverage Revenues,130000,15000,TRUE,0
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs,Event Personnel Income,11000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs,Events Commission,4500,0,TRUE,0
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs,Rccc Exhibitor Fees,30000,5000,TRUE,0
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs,Sponsorships,110000,0,TRUE,0
RCC/PAC Operatingions Fund,RCC/PAC Special Events,Special Events Costs,Staff Services,4500,0,TRUE,0
Revolving Fund,Building & Safety Services,Inspections Training Progra,Fees/Sales,1400,1400,TRUE,0
Revolving Fund,Community Svcs,Citizen Involvment,Approp From Prior Year,,-30000,TRUE,0
Revolving Fund,Community Svcs,Citizen Involvment,Donations/Contributions,30000,30000,TRUE,0
Revolving Fund,Fire Adm,Fire-Reg Resp Team #4 Revol,State Reimb-Fire Rrt-4,300000,0,TRUE,0
Revolving Fund,Fire Training,Fire-Usar Team Expd,City Match,98737,-3,TRUE,0
Revolving Fund,Fire Training,Fire-Usar Team Expd,Municipal Fire Usar Support,63665,-13976,TRUE,0
Revolving Fund,Inspections,Inspections Training Progra,Fees/Sales,,-1400,TRUE,0
Revolving Fund,Office of Sustainability,Environmental Awards Progra,Approp From Prior Year,3500,0,TRUE,0
Revolving Fund,Office of Sustainability,Environmental Awards Progra,Sponsorships,6000,0,TRUE,0
Revolving Fund,Planning,Appearance Commission,Approp From Prior Year,,-6000,TRUE,0
Revolving Fund,Planning,Appearance Commission,Donations/Contributions,3000,1000,TRUE,0
Revolving Fund,Planning,Ral Historic District Loan ,Approp From Prior Year,,-3375,TRUE,0
Revolving Fund,Planning,Ral Historic District Loan ,Raleigh Historic District Loan,200000,179765,TRUE,0
Revolving Fund,Police Administrative Services,Community Watch Signs,Fees/Sales,4940,0,TRUE,0
Revolving Fund,Police Administrative Services,Police Donations,Police Dept Misc Revenue,24000,0,TRUE,0
Revolving Fund,PRCR - Business Process Mgmt,PR Program Fee Assistance,Approp From Prior Year,20000,4000,TRUE,0
Revolving Fund,PRCR - Parks - Urban Trees,Neighborhood Street Trees,Approp From Prior Year,15000,15000,TRUE,0
Revolving Fund,PRCR - Parks - Urban Trees,Neighborhood Street Trees,Donations/Contributions,20000,-40000,TRUE,0
Revolving Fund,PRCR - Parks -Park Maintenance,Fletcher Award Program,Approp From Prior Year,740,740,TRUE,0
Revolving Fund,PRCR - Parks -Park Maintenance,Parks Donations,Approp From Prior Year,40000,0,TRUE,0
Revolving Fund,PRCR - Parks -Park Maintenance,Parks Donations,Donations/Contributions,15000,0,TRUE,0
Revolving Fund,PRCR - Parks -Park Maintenance,Third Party Events,Approp From Prior Year,15000,0,TRUE,0
Revolving Fund,PRCR - Parks -Park Maintenance,Third Party Events,Donations/Contributions,5000,-737,TRUE,0
Revolving Fund,PRCR - Recreation,Adventure Camps,Approp From Prior Year,40000,-20000,TRUE,0
Revolving Fund,PRCR - Recreation,Adventure Camps,Donations/Contributions,24000,-6000,TRUE,0
Revolving Fund,PRCR - Recreation,Adventure Camps,Fees/Sales,200,-115,TRUE,0
Revolving Fund,PRCR - Recreation,Anderson Point,Approp From Prior Year,20000,0,TRUE,0
Revolving Fund,PRCR - Recreation,Anderson Point,Fees/Sales,25000,0,TRUE,0
Revolving Fund,PRCR - Recreation,Aquatic Instruction Program,Approp From Prior Year,127800,20000,TRUE,0
Revolving Fund,PRCR - Recreation,Aquatic Instruction Program,Donations/Contributions,800,-100,TRUE,0
Revolving Fund,PRCR - Recreation,Aquatic Instruction Program,Fees/Sales,368000,-20000,TRUE,0
Revolving Fund,PRCR - Recreation,Athletics,Approp From Prior Year,40000,-27000,TRUE,0
Revolving Fund,PRCR - Recreation,Athletics,Fees/Sales,170000,-20000,TRUE,0
Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Approp From Prior Year,225000,15000,TRUE,0
Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Donations/Contributions,173000,42000,TRUE,0
Revolving Fund,PRCR - Recreation,Community Ctr Equipment,Fees/Sales,5000,2000,TRUE,0
Revolving Fund,PRCR - Recreation,Community Ctr Equipment,P&R Fee Split Revenue,108000,-7000,TRUE,0
