LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Event Personnel-Perm,,,,70000,70000,70000,70000,70000,70000,4
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Event Personnel-Temp,,,,55000,55000,55000,50000,20000,20000,4
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Event Production Personnel-Tem,,,,75000,75000,75000,65000,55000,55000,4
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Expense Allowance,,,,3424,5444,5444,5444,6041.2,6041.2,4
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Holiday Pay,,,,30000,31590,31590,31570,31570,31570,4
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Longevity,,,,32752.29,41944.19,41299.13,30252.26,41239.53,39822.63,4
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Merit Increase,,,,18859.83,127.26,193.16,140.54,,,4
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Range Increase,,,,131.78,127.26,193.16,140.54,,,4
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Salaries-Ft,,,,1968354.23,2473405.87,2479853.16,2536776.86,2562715.59,2606733.42,4
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Salaries-Ot For Ft Staff,,,,347000,351800,353800,353680,353680,350680,4
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,241600,224770,217809,289210,216352,243999.79,4
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages,Salary Reserve,,,,,,,74125,,,4
RCC/PAC Operations Fund,RCC Facility,Salaries and Wages Total,,,,,2823261.13,3329208.58,3330181.61,3522980.2,3356598.32,3423847.04,3
RCC/PAC Operations Fund,RCC Facility Total,,,,,,6664865.9,8533782.75,9178283.28,9422812,8407455.42,8984755,2
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses,Cellular/Wireless Voice Lines,,,,15000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses,Computer Lease,,,,8781,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses,Computer Operations & Access,,,,25000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses,Copier Maintenance/Impressions,,,,1440,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses,Electric Service,,,,40000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses,Office Supplies,,,,10000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses,Photocopy Maint,,,,1441,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses,Professional Svcs-Other,,,,5000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses,Rental-Equipment,,,,850,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses,Repairs-Office Equip,,,,300,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses,Service Contracts-Other,,,,25000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses,Small Equipment,,,,1000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Direct Expenses Total,,,,,133812,,,,,,3
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,457 Plan Offset,,,,-7890,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,Dental Insurance,,,,5409,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,FICA Temp,,,,2692.23,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,Group Life Ad & Di,,,,838.39,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,Health Insurance,,,,89761,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,Health Insurance Increment,,,,-12811,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,Medicare,,,,13507.43,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,Medicare Temp,,,,629.63,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,Opeb- Post Employment Benefits,,,,181533,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,Retirement,,,,64498.67,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,Retirement Temp,,,,2418,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,Social Security,,,,57755.91,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits,Supplemental Retirement,,,,23909.87,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Employee Benefits Total,,,,,422252.13,,,,,,3
RCC/PAC Operations Fund,RCC/Pac Admin,Interfund Transfers In/Out,To 100 Ind Cost,,,,1647637,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Interfund Transfers In/Out,To 501 Technology Cap Proj,,,,450000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Interfund Transfers In/Out Total,,,,,2097637,,,,,,3
RCC/PAC Operations Fund,RCC/Pac Admin,Miscellaneous,Licenses/Dues & Publications,,,,2500,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Miscellaneous,Postage,,,,2000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Miscellaneous,Promotions,,,,15000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Miscellaneous,Training & Travel & Reg,,,,5000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Miscellaneous Total,,,,,24500,,,,,,3
RCC/PAC Operations Fund,RCC/Pac Admin,Other Expense,To Isf-Sir Workers Comp,,,,60385,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Other Expense Total,,,,,60385,,,,,,3
RCC/PAC Operations Fund,RCC/Pac Admin,Salaries and Wages,Earnings Offset,,,,-5250,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Salaries and Wages,Expense Allowance,,,,3423,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Salaries and Wages,Holiday Pay,,,,4000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Salaries and Wages,Longevity,,,,17115.45,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Salaries and Wages,Merit Increase,,,,5249.85,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Salaries and Wages,Range Increase,,,,56.55,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Salaries and Wages,Salaries-Ft,,,,909124.86,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Salaries and Wages,Salaries-Ot For Ft Staff,,,,35000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,1000,,,,,,4
RCC/PAC Operations Fund,RCC/Pac Admin,Salaries and Wages Total,,,,,969719.71,,,,,,3
RCC/PAC Operations Fund,RCC/Pac Admin Total,,,,,,3708305.84,,,,,,2
RCC/PAC Operations Fund,RCC/PAC Special Events,Direct Expenses,Contractual Svcs-Other,,,,,3500,8000,10000,13000,13000,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Direct Expenses,Print Copy-Rmb,,,,,,,,50,50,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Direct Expenses,Professional Svcs-Other,,,,,250,1000,1000,24500,7500,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Direct Expenses,Rental-Equipment,,,,,24500,42750,45000,59000,59000,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Direct Expenses,Telephone/Comm (Hard Lines),,,,,,,100,140,140,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Direct Expenses Total,,,,,,28250,51750,56100,96690,79690,3
RCC/PAC Operations Fund,RCC/PAC Special Events,Employee Benefits,FICA Temp,,,,,892.8,1240,2170,2976,3285.97,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Employee Benefits,Medicare Temp,,,,,208.8,290,507.5,,768.49,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Employee Benefits,Police 401K Temp,,,,,,150,,,,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Employee Benefits,Retirement Temp,,,,,225,215.1,370,740,740,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Employee Benefits,Supplemental Retire-Police,,,,,,,250,500,,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Employee Benefits Total,,,,,,1326.6,1895.1,3297.5,4216,4794.46,3
RCC/PAC Operations Fund,RCC/PAC Special Events,Interfund Transfers In/Out,To 100 Ind Cost,,,,,22128,3506,3391,13382,6443,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Interfund Transfers In/Out,To 501 ERP Debt Service,,,,,3969,,,,,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Interfund Transfers In/Out,To 501 Technology Cap Proj,,,,,141,,,,,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Interfund Transfers In/Out Total,,,,,,26238,3506,3391,13382,6443,3
RCC/PAC Operations Fund,RCC/PAC Special Events,Miscellaneous,Promotions,,,,,2000,2000,2000,2000,2000,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Miscellaneous,Purchases For Resale,,,,,4000,11000,40000,55000,55000,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Miscellaneous Total,,,,,,6000,13000,42000,57000,57000,3
RCC/PAC Operations Fund,RCC/PAC Special Events,Other Expense,RCC/ PAC Advertise/Mkting Exp,,,,,,,4000,4000,4000,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Other Expense,RCC/ PAC Catering/Entertain Ex,,,,,4000,5750,6000,11000,11000,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Other Expense,RCC/ PAC Hospitality Exp,,,,,,,,4500,4500,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Other Expense,RCC/ PAC Miscellaneous Exp,,,,,8000,15000,30000,35000,35000,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Other Expense,RCC/ PAC Performance Fees,,,,,20000,29500,16500,26000,26000,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Other Expense,RCC/ PAC Production Exp,,,,,10711,57000,87000,99400,99400,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Other Expense,RCC/PAC Event Labor,,,,,3000,15000,27000,,,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Other Expense,RCC/PAC Labor Expense,,,,,3500,7500,11000,55000,55000,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Other Expense,RCC/PAC Printing Expense,,,,,3000,3350,5500,,,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Other Expense Total,,,,,,52211,133100,187000,234900,234900,3
RCC/PAC Operations Fund,RCC/PAC Special Events,Salaries and Wages,Event Personnel-Perm,,,,3000,3000,3000,5000,10000,10000,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Salaries and Wages,Event Personnel-Temp,,,,3000,3200,4000,13000,13000,13000,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Salaries and Wages,Event Production Personnel-Per,,,,,,,,,500,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Salaries and Wages,Event Production Personnel-Tem,,,,2950,4200,13000,17000,25000,29999.54,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,,4000,,,,,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Salaries and Wages,Salary Reserve,,,,1053.18,,,,,,4
RCC/PAC Operations Fund,RCC/PAC Special Events,Salaries and Wages Total,,,,,10003.18,14400,20000,35000,48000,53499.54,3
RCC/PAC Operations Fund,RCC/PAC Special Events Total,,,,,,10003.18,128425.6,223251.1,326788.5,454188,436327,2
RCC/PAC Operations Fund Total,,,,,,,16172279.12,16335071.02,17444445.49,18358728.63,18651273.42,18356741,1
Revolving Fund,Building & Safety Services,Direct Expenses,Office Supplies,,,,,,,,,300,4
Revolving Fund,Building & Safety Services,Direct Expenses,Operational & Maint Supplies,,,,,,,,,1100,4
Revolving Fund,Building & Safety Services,Direct Expenses Total,,,,,,,,,,1400,3
Revolving Fund,Building & Safety Services Total,,,,,,,,,,,1400,2
Revolving Fund,City Manager,Direct Expenses,Contractual Svcs-Other,,,,2800,2800,2800,2800,,,4
Revolving Fund,City Manager,Direct Expenses,Operational & Maint Supplies,,,,2650,2650,2650,2650,,,4
Revolving Fund,City Manager,Direct Expenses,Print Copy-Remote,,,,1000,,,,,,4
Revolving Fund,City Manager,Direct Expenses,Print Copy-Rmb,,,,,1000,1000,1000,,,4
Revolving Fund,City Manager,Direct Expenses,Rental-Other,,,,500,500,500,500,,,4
Revolving Fund,City Manager,Direct Expenses,Rsv-Program,,,,1500,1500,1500,1500,,,4
Revolving Fund,City Manager,Direct Expenses Total,,,,,8450,8450,8450,8450,,,3
Revolving Fund,City Manager,Miscellaneous,Offset Carbon Credit Purchase,,,,50,50,50,50,,,4
Revolving Fund,City Manager,Miscellaneous,Promotions,,,,1000,1000,1000,1000,,,4
Revolving Fund,City Manager,Miscellaneous Total,,,,,1050,1050,1050,1050,,,3
Revolving Fund,City Manager Total,,,,,,9500,9500,9500,9500,,,2
Revolving Fund,Community Svcs,Direct Expenses,Contractual Svcs-Other,,,,5500,5500,5000,5000,5000,5000,4
Revolving Fund,Community Svcs,Direct Expenses,Office Supplies,,,,500,500,5000,5000,5000,5000,4
Revolving Fund,Community Svcs,Direct Expenses,Operational & Maint Supplies,,,,6000,6000,20000,20000,20000,20000,4
Revolving Fund,Community Svcs,Direct Expenses Total,,,,,12000,12000,30000,30000,30000,30000,3
Revolving Fund,Community Svcs Total,,,,,,12000,12000,30000,30000,30000,30000,2
Revolving Fund,Fire Adm,Direct Expenses,Operational & Maint Supplies,,,,100000,200000,300000,160000,160000,162475,4
Revolving Fund,Fire Adm,Direct Expenses,Repairs-Other Equip,,,,,,,50000,50000,50000,4
Revolving Fund,Fire Adm,Direct Expenses Total,,,,,100000,200000,300000,210000,210000,212475,3
Revolving Fund,Fire Adm,Employee Benefits,FICA Temp,,,,,,,,,3100,4
Revolving Fund,Fire Adm,Employee Benefits,Medicare,,,,,,,5000,5000,,4
Revolving Fund,Fire Adm,Employee Benefits,Medicare Temp,,,,,,,,,725,4
Revolving Fund,Fire Adm,Employee Benefits,Retirement,,,,,,,10000,10000,,4
Revolving Fund,Fire Adm,Employee Benefits,Retirement Temp,,,,,,,,,3700,4
Revolving Fund,Fire Adm,Employee Benefits,Social Security,,,,,,,10000,10000,,4
Revolving Fund,Fire Adm,Employee Benefits,Supplemental Retirement,,,,,,,5000,5000,,4
Revolving Fund,Fire Adm,Employee Benefits Total,,,,,,,,30000,30000,7525,3
Revolving Fund,Fire Adm,Miscellaneous,Training & Travel & Reg,,,,,,,10000,10000,30000,4
Revolving Fund,Fire Adm,Miscellaneous Total,,,,,,,,10000,10000,30000,3
Revolving Fund,Fire Adm,Salaries and Wages,Salaries-Ot For Ft Staff,,,,,,,50000,50000,50000,4
Revolving Fund,Fire Adm,Salaries and Wages Total,,,,,,,,50000,50000,50000,3
Revolving Fund,Fire Adm Total,,,,,,100000,200000,300000,300000,300000,300000,2
Revolving Fund,Fire Training,Direct Expenses,Cellular/Wireless Voice Lines,,,,,,,150,1121,3700,4
Revolving Fund,Fire Training,Direct Expenses,Contractual Svcs-Other,,,,,,,,,8500,4
Revolving Fund,Fire Training,Direct Expenses,Equipment Repair Parts,,,,,,,25000,25000,15000,4
Revolving Fund,Fire Training,Direct Expenses,Operational & Maint Supplies,,,,,,,63260,60060,46202.72,4
Revolving Fund,Fire Training,Direct Expenses,Repairs-Other Equip,,,,,,,5000,5000,10000,4
Revolving Fund,Fire Training,Direct Expenses,Small Equipment,,,,,,,50000,50000,35000,4
Revolving Fund,Fire Training,Direct Expenses,Special Projects & Programs,,,,80964,80964,80964,,,,4
Revolving Fund,Fire Training,Direct Expenses,Tires & Tubes,,,,,,,5000,10000,5000,4
Revolving Fund,Fire Training,Direct Expenses,Uniforms,,,,,,,,,20000,4
Revolving Fund,Fire Training,Direct Expenses,Vehicle Maint & Operation,,,,,,,10000,13000,,4
Revolving Fund,Fire Training,Direct Expenses,Wireless Data Comm,,,,,,,,3200,,4
Revolving Fund,Fire Training,Direct Expenses Total,,,,,80964,80964,80964,158410,167381,143402.72,3
Revolving Fund,Fire Training,Miscellaneous,Training & Travel & Reg,,,,,,,4000,9000,9000,4
Revolving Fund,Fire Training,Miscellaneous Total,,,,,,,,4000,9000,9000,3
Revolving Fund,Fire Training,Salaries and Wages,Salaries-Ot For Ft Staff,,,,,,,,,10000,4
Revolving Fund,Fire Training,Salaries and Wages Total,,,,,,,,,,10000,3
Revolving Fund,Fire Training Total,,,,,,80964,80964,80964,162410,176381,162402.72,2
Revolving Fund,Inspections,Capital Equipment,Audio Visual Equip,,,,,4802,4802,,,,4
Revolving Fund,Inspections,Capital Equipment Total,,,,,,4802,4802,,,,3
Revolving Fund,Inspections,Direct Expenses,Computer Operations & Access,,,,2500,2500,2500,,,,4
Revolving Fund,Inspections,Direct Expenses,Office Supplies,,,,500,500,500,300,300,,4
Revolving Fund,Inspections,Direct Expenses,Operational & Maint Supplies,,,,500,500,540,1100,1100,,4
Revolving Fund,Inspections,Direct Expenses,Print Copy-Rmb,,,,500,500,500,,,,4
Revolving Fund,Inspections,Direct Expenses Total,,,,,4000,4000,4040,1400,1400,,3
Revolving Fund,Inspections,Miscellaneous,Licenses/Dues & Publications,,,,500,500,500,,,,4
Revolving Fund,Inspections,Miscellaneous Total,,,,,500,500,500,,,,3
Revolving Fund,Inspections Total,,,,,,4500,9302,9342,1400,1400,,2
Revolving Fund,Non-Departmental,Interfund Transfers In/Out,To 100 General Fd,,,,100000,,,,,,4
Revolving Fund,Non-Departmental,Interfund Transfers In/Out,To 625 Park Impv,,,,100000,100000,,,,,4
Revolving Fund,Non-Departmental,Interfund Transfers In/Out Total,,,,,200000,100000,,,,,3
Revolving Fund,Non-Departmental,Other Expense,Sir Prop/Liab Claims,,,,,7770,,,,,4
Revolving Fund,Non-Departmental,Other Expense,To Isf-Excess Prop/Liab Prem,,,,,8209,,,,,4
Revolving Fund,Non-Departmental,Other Expense,To Isf-Sir Workers Comp,,,,110073,91191,,,,,4
Revolving Fund,Non-Departmental,Other Expense Total,,,,,110073,107170,,,,,3
Revolving Fund,Non-Departmental Total,,,,,,310073,207170,,,,,2
Revolving Fund,Office of Sustainability,Direct Expenses,Contractual Svcs-Other,,,,,,,,2800,2800,4
Revolving Fund,Office of Sustainability,Direct Expenses,Operational & Maint Supplies,,,,,,,,2650,2650,4
Revolving Fund,Office of Sustainability,Direct Expenses,Print Copy-Rmb,,,,,,,,1000,1000,4
Revolving Fund,Office of Sustainability,Direct Expenses,Rental-Other,,,,,,,,500,500,4
Revolving Fund,Office of Sustainability,Direct Expenses,Rsv-Program,,,,,,,,1500,1500,4
Revolving Fund,Office of Sustainability,Direct Expenses Total,,,,,,,,,8450,8450,3
Revolving Fund,Office of Sustainability,Miscellaneous,Offset Carbon Credit Purchase,,,,,,,,50,50,4
Revolving Fund,Office of Sustainability,Miscellaneous,Promotions,,,,,,,,1000,1000,4
Revolving Fund,Office of Sustainability,Miscellaneous Total,,,,,,,,,1050,1050,3
Revolving Fund,Office of Sustainability Total,,,,,,,,,,9500,9500,2
Revolving Fund,Planning,Capital Project Expense,Loans,,,,,,,,23610,200000,4
Revolving Fund,Planning,Capital Project Expense Total,,,,,,,,,23610,200000,3
Revolving Fund,Planning,Direct Expenses,Operational & Maint Supplies,,,,1000,1000,3500,2000,8000,3000,4
Revolving Fund,Planning,Direct Expenses Total,,,,,1000,1000,3500,2000,8000,3000,3
Revolving Fund,Planning Total,,,,,,1000,1000,3500,2000,31610,203000,2
Revolving Fund,Police Administrative Services,Direct Expenses,Operational & Maint Supplies,,,,8937,8937,8937,8940,28940,28940,4
Revolving Fund,Police Administrative Services,Direct Expenses Total,,,,,8937,8937,8937,8940,28940,28940,3
Revolving Fund,Police Administrative Services Total,,,,,,8937,8937,8937,8940,28940,28940,2
Revolving Fund,PRCR - Business Process Mgmt,Direct Expenses,Operational & Maint Supplies,,,,,,,,,250,4
Revolving Fund,PRCR - Business Process Mgmt,Direct Expenses,Print Copy-Rmb,,,,,,,,,170.61,4
Revolving Fund,PRCR - Business Process Mgmt,Direct Expenses,Rsv-Program,,,,,,,35000,16000,,4
Revolving Fund,PRCR - Business Process Mgmt,Direct Expenses Total,,,,,,,,35000,16000,420.61,3
Revolving Fund,PRCR - Business Process Mgmt,Employee Benefits,FICA Temp,,,,,,,,,44.89,4
Revolving Fund,PRCR - Business Process Mgmt,Employee Benefits,Medicare Temp,,,,,,,,,10.5,4
Revolving Fund,PRCR - Business Process Mgmt,Employee Benefits Total,,,,,,,,,,55.39,3
Revolving Fund,PRCR - Business Process Mgmt,Other Expense,Scholarships-PRCR,,,,,,,,,18800,4
Revolving Fund,PRCR - Business Process Mgmt,Other Expense Total,,,,,,,,,,18800,3
Revolving Fund,PRCR - Business Process Mgmt,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,,,,,,724,4
Revolving Fund,PRCR - Business Process Mgmt,Salaries and Wages Total,,,,,,,,,,724,3
Revolving Fund,PRCR - Business Process Mgmt Total,,,,,,,,,35000,16000,20000,2
Revolving Fund,PRCR - Parks - Urban Trees,Direct Expenses,Landscape/Grounds Maint Suppli,,,,,,,63000,60000,35000,4
Revolving Fund,PRCR - Parks - Urban Trees,Direct Expenses Total,,,,,,,,63000,60000,35000,3
Revolving Fund,PRCR - Parks - Urban Trees Total,,,,,,,,,63000,60000,35000,2
Revolving Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Landscape/Grounds Maint Suppli,,,,,2000,2000,,10000,10000,4
Revolving Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Operational & Maint Supplies,,,,,11000,11000,25000,20000,20003.5,4
Revolving Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Rsv-Program,,,,,,,,15000,15000,4
Revolving Fund,PRCR - Parks -Park Maintenance,Direct Expenses,Small Equipment,,,,,21000,21000,,25000,25000,4
Revolving Fund,PRCR - Parks -Park Maintenance,Direct Expenses Total,,,,,,34000,34000,25000,70000,70003.5,3
Revolving Fund,PRCR - Parks -Park Maintenance,Employee Benefits,FICA Temp,,,,,,310,,,310,4
Revolving Fund,PRCR - Parks -Park Maintenance,Employee Benefits,Medicare,,,,,,,161,73,,4
Revolving Fund,PRCR - Parks -Park Maintenance,Employee Benefits,Medicare Temp,,,,,,73,,,72.5,4
Revolving Fund,PRCR - Parks -Park Maintenance,Employee Benefits,Retirement,,,,,,,774,354,354,4
Revolving Fund,PRCR - Parks -Park Maintenance,Employee Benefits,Retirement Temp,,,,,,358,,,,4
Revolving Fund,PRCR - Parks -Park Maintenance,Employee Benefits,Social Security,,,,,,,691,310,,4
